OID,longitude,latitude,code,observation,sitenumber,sitename,unit,sitetypeshortremarks,elevation(masl),youngdatebp,olddatebp,year,month,day,archaeologicalcultureperiod,Country,States.Provinces,US.counties,NISP,MNI,species,specimenID,References,,Reference_number,Reference_citation
5378,-99.1315457,38.11511676,1,Bell-1820-08-09,SW1942,Bell-1820-08-09,,"downvalley, about 2M from river, parting vast herds bison, wolves, jackals",628.4459839,130,NA,1820,8,9,,United States of America,Kansas,Pawnee,3,13,,,624,,,
5379,-99.12938868,40.61416633,1,Bonn-1832-06-07,NW9184,Bonn-1832-06-07,1832-35-Bonneville,E of Platte forks saw bunch old bison skulls game scarce,668.3782349,118,NA,1832,6,7,,United States of America,Nebraska,Kearney,1,1,Bison bison,,612,,,
5380,-99.12586056,38.15528679,1,Farnham-1839-06-19,SW3670,Farnham-1839-06-19,,"catch advanced hunting party, w bull bison, to Pawnee Fk w natives,  freighters",613.4351807,111,NA,1839,6,19,,United States of America,Kansas,Pawnee,3,9,,,328,,,
5381,-99.11950865,38.15782996,1,Pike-1806-10-23,SW1542,Pike-1806-10-23,,"Pike plus 2 ascend 20M upriver to main f from N, shoot bull bison 20 balls",613.4351807,144,NA,1806,10,23,,United States of America,Kansas,Pawnee,3,4,,,"1020, 494",,,
5382,-99.11666667,41.11666667,3,5045,3964,Litchfield Local Fauna [SM-102],,,657.0133667,11500,110000,-9550,NA,NA,,United States of America,Nebraska,Sherman,0,1,Bison sp,,1317,,,
5383,-99.110186,29.353808,2,,,41ME147,NA,NA,272.6644897,5944,5984,-3994,NA,NA,,United States of America,Texas,Medina,NA,NA,,,"1352, 838",,,
5384,-99.110186,29.353808,2,,,41ME147,NA,NA,272.6644897,538,568,1412,NA,NA,,United States of America,Texas,Medina,NA,NA,,,"1352, 838",,,
5385,-99.10845274,38.76599448,1,MurrayCA-1835-08-13,SW3559,MurrayCA-1835-08-13,,"night trip to find camp, then 10M ESE on trib of Arkansas, coyotes/wolves ",589.882019,115,NA,1835,8,13,,United States of America,Kansas,Ellis,3,8,,,947,,,
5386,-99.10553933,40.60635233,1,Todd-1855-06-20,NW12168,Todd-1855-06-20,1854-60-US Military,"nooned 17M from Ft Kearney, then to fort, numerous bison, killed big bull",668.3782349,95,NA,1855,6,20,,United States of America,Nebraska,Kearney,3,14,Bison bison,,843,,,
5387,-99.10001955,43.35733934,1,LewisClark-1804-09-11,NW3589,LewisClark-1804-09-11,1804-06-LewisClark,"16M, killed 2 elk, 4 deer, saw 16 bison, foxes, kill porcupine, prairie dogs",495.0362854,146,NA,1804,9,11,,United States of America,South Dakota,Gregory,3,8,Bison bison,,1303,,,
5388,-99.08,40.7,1,551,Robert M. Timm-private,"just N of Kearney, Nebraska",,,660.9893799,-7,NA,1957,NA,NA,,United States of America,Nebraska,Buffalo,NA,NA,,Private,1281,,,
5389,-99.06926166,49.69291985,1,McDonnell-1795-09-13,NW3285,McDonnell-1795-09-13,1795-Macdonell,"The Pine Fort, sometimes manned in 90s, great plain begins",359.8487854,155,NA,1795,9,13,,Canada,Manitoba,.,3,3,Bison bison,,1413,,,
5390,-99.04878117,40.44582083,1,Todd-1855-06-30,NW12170,Todd-1855-06-30,1854-60-US Military,"Ft Kearny, several groups of bulls approached during period, killed atleast 2",670.1136475,95,NA,1855,6,30,,United States of America,Nebraska,Kearney,3,15,Bison bison,,843,,,
5391,-99.04864203,34.46539628,1,Marcy-1852-05-22,SW4292,Marcy-1852-05-22,,"5M, along ridge, again see bison sign, presume as below deer antelopes plenty, turkeys",404.3355408,98,NA,1852,5,22,,United States of America,Oklahoma,Tillman,2,2,,,826,,,
5392,-99.03,30.25,2,,41GL477,Big Knife,Marshall,CAMP,570.1882324,3000,NA,-1050,NA,NA,Archaic,United States of America,Texas,Gillespie,1,1,,,1268,,,
5393,-99.03,35.75,2,,34CU27,Heerwald,Site,CAMP,540.2297363,1658,NA,292,NA,NA,Late Prehistoric,United States of America,Oklahoma,Custer,3285,39,,,120,,,
5394,-99.02167102,34.73189788,1,Marcy-1852-05-27,SW4297,Marcy-1852-05-27,,"move 1M, 150 Wichitas returning from bison hunt with jerked meat",431.3775024,98,NA,1852,5,27,,United States of America,Oklahoma,Kiowa,2,7,,,826,,,
5395,-99.00937753,34.72943679,1,Marcy-1852-05-26,SW4296,Marcy-1852-05-26,,"to Otter Ck, see 2 buffalo, kill 1, deer antelopes plenty, turkeys becoming scarcer going W",431.3775024,98,NA,1852,5,26,,United States of America,Oklahoma,Kiowa,3,5,,,826,,,
5396,-99.00570442,38.20173827,1,Pike-1806-10-28,SW1545,Pike-1806-10-28,,"Wilkinson plus 2 depart downstream, Pike party 14M upstream, kill a brelau? And a bison ",613.4351807,144,NA,1806,10,28,,United States of America,Kansas,Pawnee,3,4,,,"1020, 494",,,
5397,-99.004167,44.546951,2,,,39HD115,NA,"Bison M-1 Tooth, See Site Form For Report",493.0372925,686,730,1264,NA,NA,,United States of America,South Dakota,Hand,NA,NA,,,"1352, 838",,,
5398,-99.00402953,31.70879652,1,Amangual-1808-04-17,SW1763,Amangual-1808-04-17,,"same camp, hunt bison, much meat, return with 3 calves on hoof",465.6071472,142,NA,1808,4,17,,United States of America,Texas,Brown,3,23,,,778,,,
5399,-99,35.25,3,7144,5816,34WA5,,,511.2137451,575,950,1375,NA,NA,,United States of America,Oklahoma,Washita,34,4,Bison bison,,285,,,
5400,-99,36.75,3,4863,3803,Burnham Site [34WO073],Horse Bonebed (unit IICb),,497.367218,11580,36300,-9630,NA,NA,,United States of America,Oklahoma,Woods,0,5,Bison sp,,"983, 1422, 1423",,,
5401,-98.97759586,40.58358833,1,Todd-1855-06-21,NW12169,Todd-1855-06-21,1854-60-US Military,"at Ft Kearny till August 24, will summarize by 10 day periods",650.8214722,95,NA,1855,6,21,,United States of America,Nebraska,Kearney,2,2,Bison bison,,843,,,
5402,-98.97,47.06,2,,32SN246,Naze,Zone 3: Early Woodland,CAMP,466.5165405,2464,NA,-514,NA,NA,Woodland,United States of America,North Dakota,Stutsman,21,NA,,,433,,,
5403,-98.97,47.06,2,,32SN246,Naze,Zone 1: plains villiage,CAMP,466.5165405,1000,NA,950,NA,NA,Late Prehistoric,United States of America,North Dakota,Stutsman,7,NA,,,433,,,
5404,-98.96454884,38.75359516,1,Fremont-1844-07-16,SW4045,Fremont-1844-07-16,,possibly in bison country headed east on Smokey Hill R,576.1634521,106,NA,1844,7,16,,United States of America,Kansas,Russell,3,3,,,"367, 619",,,
5405,-98.95762384,31.67801649,1,Amangual-1808-04-16,SW1762,Amangual-1808-04-16,,"6L with Corderos band on plain to spring, hunt bison, 5 calves on hoof",432.3529968,142,NA,1808,4,16,,United States of America,Texas,Brown,3,23,,,778,,,
5406,-98.955015,46.979177,2,,,Ituhu [32SN110],NA,"XU 1, 873 g",466.5165405,605,665,1345,NA,NA,,United States of America,North Dakota,Stutsman,NA,NA,,,"1352, 838",,,
5407,-98.955015,46.979177,2,,,Ituhu [32SN110],NA,"Bank Profile 1, 677 g",466.5165405,511,571,1439,NA,NA,,United States of America,North Dakota,Stutsman,NA,NA,,,"1352, 838",,,
5408,-98.95062122,38.25807766,1,Pike-1806-10-24,SW1543,Pike-1806-10-24,,"ascended fork 5M, then back to main camp, hunters came down in a bull boat, prairie dogs",596.2804565,144,NA,1806,10,24,,United States of America,Kansas,Pawnee,3,4,,,"1020, 494",,,
5409,-98.95027897,38.25216427,1,SmithW-1839-08-25,SW3749,SmithW-1839-08-25,,"on bank Arkansas, saw many buffaloes, wolves will follow r for many days",596.2804565,111,NA,1839,8,25,,United States of America,Kansas,Pawnee,3,16,,,1211,,,
5410,-98.94664021,43.24854286,1,LewisClark-1804-09-10,NW3588,LewisClark-1804-09-10,1804-06-LewisClark,"20M, kill 3 elk, 1 bison, see large herds",478.1837158,146,NA,1804,9,10,,United States of America,South Dakota,Charles Mix,3,14,Bison bison,,1303,,,
5411,-98.911089,19.302856,3,,,Tlapacoya,,,2385.303467,21500,NA,-19550,NA,NA,,Mexico,Mexico,.,1,NA,,,343,,,
5412,-98.87701181,38.30288912,1,Fowler-1821-10-19,SW2057,Fowler-1821-10-19,,"to Great Bend on Arkansas, large herds bison (w cows) and elk, hunters miss cows",586.6165161,129,NA,1821,10,19,,United States of America,Kansas,Barton,3,13,,,221,,,
5413,-98.86666667,35.61666667,2,7149,5821,Phillips [34CU11],,pueblo,496.9849243,850,1150,1100,NA,NA,,United States of America,Oklahoma,Custer,0,1,Bison bison,,68,,,
5414,-98.86666667,35.61666667,3,7154,5826,Little Deer [34CU10],,,496.9849243,225,300,1725,NA,NA,,United States of America,Oklahoma,Custer,0,1,Bison bison,,68,,,
5415,-98.861452,36.765245,2,,,Burnham [34WO73],NA,NA,498.825531,11644,12184,-9694,NA,NA,,United States of America,Oklahoma,Woods,NA,NA,,,1352,,,
5416,-98.83945687,38.26823055,1,Coronado-1541-07-05,SW166,Coronado-1541-07-05,,"meet Quivera men on July 2 hunting bison, 3 to 4 days from village",596.2804565,409,NA,1541,7,5,,United States of America,Kansas,Barton,3,23,,,"1396, 102",,,
5417,-98.83498599,40.70976483,1,Dodge-1835-06-27,SW3438,Dodge-1835-06-27,,"12M WSW to head of Grand Island, see several antelope and bison",638.3813477,115,NA,1835,6,27,,United States of America,Nebraska,Buffalo,3,3,,,"1007, 1010, 958",,,
5418,-98.81925692,38.34085911,1,Pike-1806-10-19,SW1538,Pike-1806-10-19,,"Same camp, preparing canoes for Wilkinson return, and prepare for hunt, bison near",586.6165161,144,NA,1806,10,19,,United States of America,Kansas,Barton,3,8,,,"1020, 494",,,
5419,-98.81252358,43.14953599,1,LewisClark-1804-09-09,NW3587,LewisClark-1804-09-09,1804-06-LewisClark,"14.5M, see many bison, kill 3, also antelope, kill 3 deer, white wolves",482.719574,146,NA,1804,9,9,,United States of America,South Dakota,Gregory,3,16,Bison bison,,1303,,,
5420,-98.80531782,31.20172318,1,Amangual-1808-04-10,SW1756,Amangual-1808-04-10,,"11.5L  through hills to San Saba R n Hext, evergreens, oaks, no grass, bison  herds",388.6256714,142,NA,1808,4,10,,United States of America,Texas,San Saba,3,13,,,778,,,
5421,-98.79429535,38.7939637,1,MurrayCA-1835-08-14,SW3560,MurrayCA-1835-08-14,,"14M E?, saline ""Snake"" river, see more Pawnee, bison, hunt antelopes, dismiss guides",550.3209229,115,NA,1835,8,14,,United States of America,Kansas,Russell,3,8,,,947,,,
5422,-98.78094475,40.55278518,1,Wyeth-1834-05-20,NW9880,Wyeth-1834-05-20,1832-35-Wyeth,"Saw old bison sign, some antelope, band of elk , 25M",627.4992676,116,NA,1834,5,20,,United States of America,Nebraska,Kearney,1,1,Bison bison,,1424,,,
5423,-98.77439504,34.24548143,1,Marcy-1852-05-18,SW4288,Marcy-1852-05-18,,"10M? W, rode down to Red R (5M N), recent tracks of large herd of bison",327.5422363,98,NA,1852,5,18,,United States of America,Oklahoma,Tillman,2,12,,,826,,,
5424,-98.771709,42.895962,2,,,Lynch [25BD1],NA,NA,521.3389282,684,730,1266,NA,NA,,United States of America,Nebraska,Boyd,NA,NA,,,"1352, 838",,,
5425,-98.771709,42.895962,2,,,Lynch [25BD1],NA,NA,521.3389282,661,721,1289,NA,NA,,United States of America,Nebraska,Boyd,NA,NA,,,"1352, 838",,,
5426,-98.771709,42.895962,2,,,Lynch [25BD1],NA,NA,521.3389282,649,699,1301,NA,NA,,United States of America,Nebraska,Boyd,NA,NA,,,"1352, 838",,,
5427,-98.771709,42.895962,2,,,Lynch [25BD1],NA,NA,521.3389282,644,690,1306,NA,NA,,United States of America,Nebraska,Boyd,NA,NA,,,"1352, 838",,,
5428,-98.771709,42.895962,2,,,Lynch [25BD1],NA,NA,521.3389282,641,697,1309,NA,NA,,United States of America,Nebraska,Boyd,NA,NA,,,"1352, 838",,,
5429,-98.771709,42.895962,2,,,Lynch [25BD1],NA,NA,521.3389282,640,692,1310,NA,NA,,United States of America,Nebraska,Boyd,NA,NA,,,"1352, 838",,,
5430,-98.771709,42.895962,2,,,Lynch [25BD1],NA,NA,521.3389282,637,685,1313,NA,NA,,United States of America,Nebraska,Boyd,NA,NA,,,"1352, 838",,,
5431,-98.771709,42.895962,2,,,Lynch [25BD1],NA,NA,521.3389282,636,680,1314,NA,NA,,United States of America,Nebraska,Boyd,NA,NA,,,"1352, 838",,,
5432,-98.771709,42.895962,2,,,Lynch [25BD1],NA,NA,521.3389282,633,677,1317,NA,NA,,United States of America,Nebraska,Boyd,NA,NA,,,"1352, 838",,,
5433,-98.771709,42.895962,2,,,Lynch [25BD1],NA,NA,521.3389282,611,657,1339,NA,NA,,United States of America,Nebraska,Boyd,NA,NA,,,"1352, 838",,,
5434,-98.771709,42.895962,2,,,Lynch [25BD1],NA,NA,521.3389282,583,627,1367,NA,NA,,United States of America,Nebraska,Boyd,NA,NA,,,"1352, 838",,,
5435,-98.771709,42.895962,2,,,Lynch [25BD1],NA,NA,521.3389282,570,618,1380,NA,NA,,United States of America,Nebraska,Boyd,NA,NA,,,"1352, 838",,,
5436,-98.771709,42.895962,2,,,Lynch [25BD1],NA,NA,521.3389282,562,642,1388,NA,NA,,United States of America,Nebraska,Boyd,NA,NA,,,"1352, 838",,,
5437,-98.771709,42.895962,2,,,Lynch [25BD1],NA,NA,521.3389282,507,561,1443,NA,NA,,United States of America,Nebraska,Boyd,NA,NA,,,"1352, 838",,,
5438,-98.76530621,38.36998429,1,SmithW-1839-08-24,SW3748,SmithW-1839-08-24,,"see as many buffalo as yesterday, usually not this far E",566.6743774,111,NA,1839,8,24,,United States of America,Kansas,Barton,3,13,,,1211,,,
5439,-98.75639827,35.86909733,1,Long-1820-08-22,SW2004,Long-1820-08-22,,"river now dry for 150M but surfacing, smoke signal from hill, ",535.3520508,130,NA,1820,8,22,,United States of America,Oklahoma,Dewey,3,13,,,624,,,
5440,-98.75611111,41.38333333,3,5039,3958,Bill Packer [25SM9],,,622.8173218,900,970,1050,NA,NA,,United States of America,Nebraska,Sherman,449,10,Bison bison,,"1167, 109, 865",,,
5441,-98.75038655,34.67206249,1,Marcy-1852-07-15,SW4346,Marcy-1852-07-15,,"NE to mtns, bison tracks, hunting doe deer by bleating, kill several, also cougar, quote deer/dogs",479.5484009,98,NA,1852,7,15,,United States of America,Oklahoma,Comanche,2,2,,,826,,,
5442,-98.75,31.11666667,3,5366,4252,Clamp Cave,,,471.9468689,10000,35000,-8050,NA,NA,,United States of America,Texas,San Saba,0,1,Bison sp,,791,,,
5443,-98.75,43.11666667,3,5244,4156,Scalp Creek [39GR1],,,518.0026855,650,950,1300,NA,NA,,United States of America,South Dakota,Gregory,0,1,Bison bison,,604,,,
5444,-98.73161565,31.52329823,1,Amangual-1808-04-15,SW1761,Amangual-1808-04-15,,"4Lstormy,  moved camp to sheltered draw with water, grass",421.4724426,142,NA,1808,4,15,,United States of America,Texas,Mills,1,1,,,778,,,
5445,-98.716667,49.05,2,,,Star Mound [DgLq-1],NA,"pit D, a 1 m deep pit at the center of the mound, below human bones of skeleton #14 which was about half way below the mouth of the pit",474.6602783,1019,1159,931,NA,NA,,Canada,Manitoba,.,NA,NA,,,"1352, 838",,,
5446,-98.71666667,49.05,3,38820,22413,Star Mound [DgLq-1],,,474.6602783,1040,1180,910,NA,NA,,Canada,Manitoba,.,0,1,Bison sp,,"174, 303",,,
5447,-98.71590989,31.19781041,1,Amangual-1808-04-11,SW1757,Amangual-1808-04-11,,"same camp, FA goes 4.5L to old presidio San Saba, 2 Comanches, fish, bears, turkeys",388.6256714,142,NA,1808,4,11,,United States of America,Texas,San Saba,3,8,,,778,,,
5448,-98.70816064,38.40247852,1,Heap-1853-05-23,SW4369,Heap-1853-05-23,,"40M, pass Pawnee Fk Arkansas, shoot old bison, bold wolves n camp",566.6743774,97,NA,1853,5,23,,United States of America,Kansas,Barton,3,9,,,520,,,
5449,-98.70722222,35.52611111,3,24691,16006,Washita Local Fauna,,,515.0435791,18025,18565,-16075,NA,NA,,United States of America,Oklahoma,Custer,0,1,Bison sp,,"704, 1204",,,
5450,-98.70128247,38.48473145,1,Pike-1806-10-16,SW1535,Pike-1806-10-16,,"double back on route, killed 2 more bison, wolves/coyotes? on yesterday kills",575.3952637,144,NA,1806,10,16,,United States of America,Kansas,Barton,3,5,,,"1020, 494",,,
5451,-98.698171,33.177251,2,,,Root-Be-Gone [41YN452],NA,"Clear Fork cutbank, 150 cm",355.543457,2586,2666,-636,NA,NA,,United States of America,Texas,Young,NA,NA,,,"1352, 838",,,
5452,-98.698171,33.177251,2,,,Root-Be-Gone [41YN452],NA,"Block BT-5, Unit 5, 43 cm",355.543457,449,529,1501,NA,NA,,United States of America,Texas,Young,NA,NA,,,"1352, 838",,,
5453,-98.69795109,38.2085448,1,Pike-1806-10-20,SW1539,Pike-1806-10-20,,"Same camp, kill 2 bison, 1 antelope, shoot their dog during target practice",578.3712769,144,NA,1806,10,20,,United States of America,Kansas,Stafford,3,10,,,"1020, 494",,,
5454,-98.68333333,40.91666667,3,5169,4088,Hulme [25HL28],Site,CAMP,624.6513672,550,850,1400,NA,NA,Late Prehistoric,United States of America,Nebraska,Hall,26,2,Bison bison,,"108, 1140",,,
5455,-98.68054698,30.54573693,1,Amangual-1808-04-08,SW1754,Amangual-1808-04-08,,"8L, over hills to open country, killed a bear, saw herd buffalo",408.6057129,142,NA,1808,4,8,,United States of America,Texas,Llano,3,8,,,778,,,
5456,-98.67855112,38.35283387,1,Pike-1806-10-21,SW1540,Pike-1806-10-21,,"Same camp, downstream and shoot 4 bison,  1 antelope",566.6743774,144,NA,1806,10,21,,United States of America,Kansas,Barton,3,12,,,"1020, 494",,,
5457,-98.6762499,38.4929621,1,Pike-1806-10-15,SW1534,Pike-1806-10-15,,"Pike ahead , took a south trace, killed two bison for group, wolves or coyotes about",575.3952637,144,NA,1806,10,15,,United States of America,Kansas,Barton,3,5,,,"1020, 494",,,
5458,-98.66763804,38.3186321,1,Bell-1820-08-10,SW1943,Bell-1820-08-10,,"downvalley, great bend of Arkansas terminates, hunters get deer and bison",566.6743774,130,NA,1820,8,10,,United States of America,Kansas,Barton,3,16,,,624,,,
5459,-98.62950251,43.07223586,1,LewisClark-1804-09-08,NW3586,LewisClark-1804-09-08,1804-06-LewisClark,"17M kill 1 bison, 2 elk, 4 deer, 3 turkeys, see many bison",465.8023987,146,NA,1804,9,8,,United States of America,South Dakota,Gregory,3,14,Bison bison,,1303,,,
5460,-98.61666667,29.88333333,3,4747,3689,Cave Without A Name,,,381.8093262,10000,20000,-8050,NA,NA,,United States of America,Texas,Kendall,0,1,Bison sp,,"413, 791, 1006",,,
5461,-98.61666667,35.25,3,4869,3809,McLemore [34GD4],,,436.1716919,564,939,1386,NA,NA,,United States of America,Oklahoma,Caddo,0,1,Bison bison,,1021,,,
5462,-98.61666667,46.86666667,3,5099,4018,Jamestown Mounds [32SN22],,,440.526825,960,1920,990,NA,NA,,United States of America,North Dakota,Stutsman,0,1,Bison bison,,1167,,,
5463,-98.61031411,35.71997237,1,Long-1820-08-23,SW2005,Long-1820-08-23,,"last few days southward, large number domestic horses seen",500.3979797,130,NA,1820,8,23,,United States of America,Oklahoma,Blaine,3,13,,,624,,,
5464,-98.60513054,34.2369103,1,Marcy-1852-05-17,SW4287,Marcy-1852-05-17,,"11M W(?) on plain betw Red and Cache, see first signs of bison, tree a cougar ",314.2819214,98,NA,1852,5,17,,United States of America,Oklahoma,Cotton,2,2,,,826,,,
5465,-98.59416667,46.685,3,5083,4002,Naze [32SN246],,,438.180542,100,2500,1850,NA,NA,,United States of America,North Dakota,Stutsman,0,95,Bison bison,,433,,,
5466,-98.59143759,31.471095,1,Amangual-1808-04-13,SW1759,Amangual-1808-04-13,,"at Comanche Cordero's camp, arrange guides, likely no game close",474.5309143,142,NA,1808,4,13,,United States of America,Texas,Mills,1,1,,,778,,,
5467,-98.58810679,31.48651729,1,Amangual-1808-04-14,SW1760,Amangual-1808-04-14,,"same camp, captains and chiefs dine together looking for guide",474.5309143,142,NA,1808,4,14,,United States of America,Texas,Mills,1,1,,,778,,,
5468,-98.57710251,38.35390666,1,Dodge-1835-08-31,SW3503,Dodge-1835-08-31,,"12M S80E, camped on bank Arkansas, will leave it tomorrow",550.1503906,115,NA,1835,8,31,,United States of America,Kansas,Barton,3,8,,,"1007, 1010, 958",,,
5469,-98.57637088,31.44540476,1,Amangual-1808-04-12,SW1758,Amangual-1808-04-12,,"3.5L to Cordero's camp, good grass water, ""looks like city"", buffalo skins",428.2142944,142,NA,1808,4,12,,United States of America,Texas,Mills,1,1,,,778,,,
5470,-98.57175735,38.55007601,1,Pike-1806-10-14,SW1533,Pike-1806-10-14,,"24M, wounded severa buffalo, cross Kansas-Arkansas watershed going SW",563.1223755,144,NA,1806,10,14,,United States of America,Kansas,Barton,3,8,,,"1020, 494",,,
5471,-98.56284781,49.89351881,1,La Verendrye-1738-10-18,NW71,La Verendrye-1738-10-18,1738-51-La Verendrye,"start expedition south, 52 members, hunting bison",293.675415,212,NA,1738,10,18,,Canada,Manitoba,.,3,16,Bison bison,,154,,,
5472,-98.55833333,57.49166667,3,38898,22455,Kame Hills [HiLp-1],,,261.9403076,550,3600,1400,NA,NA,,Canada,Manitoba,.,0,1,Bison sp,,"276, 277, 205",,,
5473,-98.558333,57.491667,2,,,Kame Hills [HiLp-1],NA,"sand-humus matrix, test pit 5, Level 4, 25 cm depth",261.9403076,3805,3985,-1855,NA,NA,,Canada,Manitoba,.,NA,NA,,,"1352, 838",,,
5474,-98.558333,57.491667,2,,,Kame Hills [HiLp-1],NA,"damp sand, Units 524 and 429, Level 2, Feature 4-75, 1-10 cm depth",261.9403076,516,716,1434,NA,NA,,Canada,Manitoba,.,NA,NA,,,"1352, 838",,,
5475,-98.52741121,46.00362368,1,,,Straggler bull shot,,"A large buffalo was shot near Ellendale, Dakota, recently.""",447.0814819,62,NA,1888,9,NA,,United States of America,North Dakota,Dickey,NA,1,Paucity of info.,,1280,,,
5476,-98.52594479,38.33256933,1,SmithW-1839-08-23,SW3747,SmithW-1839-08-23,,"saw several thousand bison, hunters kill 3 cows, great meat",550.1503906,111,NA,1839,8,23,,United States of America,Kansas,Barton,3,16,,,1211,,,
